Family;ScientificName;Author;Collector;centroid_Longitude;centroid_Latitude;Elevation;Date;Location;Description;Herbarium;wfoMeta_scientificName;wfoMeta_family;wfoMeta_majorGroup;wfoMeta_wfoID;wfoMeta_rank;wfoMeta_status;wfoMeta_author;gbifOccurrenceCheck;popup;spaced_Longitude;spaced_Latitude;Source;Page;rid
Begoniaceae;Begonia sinuata;Wall.;J.F.Maxwell 73-345;NA;NA;NA;1973-08-03;Koh Chang Islang.;NA;Aarhus;Begonia sinuata;Begoniaceae;Angiosperm;wfo-0000825538;species;Accepted;Wall. ex Meisn.;TRUE;"<ul>
	<li>Species  : <i>Begonia sinuata</i> Wall. ex Meisn.</li>
	<li>Family   : Begoniaceae</li>
	<li>Author   : Wall.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1973-08-03</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;45
Blechnaceae;Blechnum orientale;L.;H.Balslev 10112;102,294166666667;12,0341666666667;35;2022-07-04;western perimeter road, side road around Ban Kai Bae. Road cuts in humid tropical forest.;NA;Aarhus;Blechnum orientale;Blechnaceae;Pteridophytes;wfo-0001107240;species;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Blechnum orientale</i> L.</li>
	<li>Family   : Blechnaceae</li>
	<li>Author   : L.</li>
	<li>Elevation: 35</li>
	<li>Date     : 2022-07-04</li>
	<li>Source   : AAU</li>
</ul>";102,294166666667;12,0341666666667;NA;NA;46
Blechnaceae;Blechnum orientale;L.;H.Balslev 10668;102,308611111111;12,0619444444444;30;2022-10-20;Trail to the south from Khlong Phlu ranger station of Koh Chang N.P. Tropical rainforest.;NA;Aarhus;Blechnum orientale;Blechnaceae;Pteridophytes;wfo-0001107240;species;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Blechnum orientale</i> L.</li>
	<li>Family   : Blechnaceae</li>
	<li>Author   : L.</li>
	<li>Elevation: 30</li>
	<li>Date     : 2022-10-20</li>
	<li>Source   : AAU</li>
</ul>";102,308611111111;12,0619444444444;NA;NA;47
Celastraceae;Salacia;NA;H.Balslev 10194;102,346388888889;12,1030555555556;36;2022-07-09;Khlong Nonsi waterfall along northern perimeter road. Wet rainforest.;NA;Aarhus;Salacia;Celastraceae;Angiosperm;wfo-4000033821;genus;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Salacia</i> L.</li>
	<li>Family   : Celastraceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 36</li>
	<li>Date     : 2022-07-09</li>
	<li>Source   : AAU</li>
</ul>";102,346388888889;12,1030555555556;NA;NA;48
Celastraceae;Salacia dongnaiensis;Pierre;H.Balslev 10254;102,293611111111;12,0650000000000;30;2022-10-20;North-west of Klong Plu waterfall. Exit past Cambodian care center.;NA;Aarhus;Salacia dongnaiensis;Celastraceae;Angiosperm;wfo-0000436732;species;Accepted;Pierre;TRUE;"<ul>
	<li>Species  : <i>Salacia dongnaiensis</i> Pierre</li>
	<li>Family   : Celastraceae</li>
	<li>Author   : Pierre</li>
	<li>Elevation: 30</li>
	<li>Date     : 2022-10-20</li>
	<li>Source   : AAU</li>
</ul>";102,293611111111;12,0650000000000;NA;NA;49
Clusiaceae;Calophyllum;NA;H.Balslev 10680;102,426944444444;11,9619444444444;60;2022-10-21;Jek Bae Community Forest. Peninsula in SE corner of island.;NA;Aarhus;Calophyllum;Calophyllaceae;Angiosperm;wfo-4000006171;genus;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Calophyllum</i> L.</li>
	<li>Family   : Calophyllaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 60</li>
	<li>Date     : 2022-10-21</li>
	<li>Source   : AAU</li>
</ul>";102,426944444444;11,9619444444444;NA;NA;50
Clusiaceae;Cratoxylum formosum;(Jack) Benth. & Hook. f. ex Dyer;H.Balslev 10132;102,313055555556;12,0647222222222;65;2022-07-05;Klong Plu water fall, open area near the waterfall. Ryolite igneous rock.;NA;Aarhus;Cratoxylum formosum;Hypericaceae;Angiosperm;wfo-0000625758;species;Accepted;(Jack) Benth. & Hook.f. ex Dyer;FALSE;"<ul>
	<li>Species  : <i>Cratoxylum formosum</i> (Jack) Benth. & Hook.f. ex Dyer</li>
	<li>Family   : Hypericaceae</li>
	<li>Author   : (Jack) Benth. & Hook. f. ex Dyer</li>
	<li>Elevation: 65</li>
	<li>Date     : 2022-07-05</li>
	<li>Source   : AAU</li>
</ul>";102,313055555556;12,0647222222222;NA;NA;51
Clusiaceae;Garcinia celebica;L.;C.F.v.Beusekom 3195;NA;NA;NA;1970-03-12;Tham Mayom Waterfall and vicinity. Alt. low. Edge dry evergreeen forest along stream.;NA;Aarhus;Garcinia celebica;Clusiaceae;Angiosperm;wfo-0000694214;species;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Garcinia celebica</i> L.</li>
	<li>Family   : Clusiaceae</li>
	<li>Author   : L.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1970-03-12</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;52
Clusiaceae;Garcinia cowa;Roxb. ex Choisy;C.F.v.Beusekom 3156;NA;NA;NA;1970-03-11;Dry evergreen forest and secondary growth. Alt.: Low.;NA;Aarhus;Garcinia cowa;Clusiaceae;Angiosperm;wfo-1000040941;species;Unchecked;Roxb. ex Choisy;TRUE;"<ul>
	<li>Species  : <i>Garcinia cowa</i> Roxb. ex Choisy</li>
	<li>Family   : Clusiaceae</li>
	<li>Author   : Roxb. ex Choisy</li>
	<li>Elevation: NA</li>
	<li>Date     : 1970-03-11</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;53
Clusiaceae;Garcinia cowa;Roxb. ex Choisy;C.F.v.Beusekom 3165;NA;NA;NA;1970-03-11;Dry evergreen forest and secondary growth. Alt.: Low.;NA;Aarhus;Garcinia cowa;Clusiaceae;Angiosperm;wfo-1000040941;species;Unchecked;Roxb. ex Choisy;TRUE;"<ul>
	<li>Species  : <i>Garcinia cowa</i> Roxb. ex Choisy</li>
	<li>Family   : Clusiaceae</li>
	<li>Author   : Roxb. ex Choisy</li>
	<li>Elevation: NA</li>
	<li>Date     : 1970-03-11</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;54
Clusiaceae;Garcinia hanburyi;Hook.f.;C.F.v.Beusekom 3189;NA;NA;NA;1970-03-12;Tham Mayom Waterfall and vicinity. Edge dry evergreen forest along stream. Alt. low.;NA;Aarhus;Garcinia hanburyi;Clusiaceae;Angiosperm;wfo-0000694351;species;Accepted;Hook.f.;TRUE;"<ul>
	<li>Species  : <i>Garcinia hanburyi</i> Hook.f.</li>
	<li>Family   : Clusiaceae</li>
	<li>Author   : Hook.f.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1970-03-12</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;55
Clusiaceae;Garcinia hanburyi;Hook.f.;R.Geesink 6590;NA;NA;30;1974-05-07;Aw Ong Kang. Evergreen forest on granitic hill.;NA;Aarhus;Garcinia hanburyi;Clusiaceae;Angiosperm;wfo-0000694351;species;Accepted;Hook.f.;TRUE;"<ul>
	<li>Species  : <i>Garcinia hanburyi</i> Hook.f.</li>
	<li>Family   : Clusiaceae</li>
	<li>Author   : Hook.f.</li>
	<li>Elevation: 30</li>
	<li>Date     : 1974-05-07</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;56
Clusiaceae;Garcinia merguensis;Wright;J.F.Maxwell 74-394;NA;NA;NA;1974-05-07;Klong Dakian, Chang Is.;NA;Aarhus;Garcinia merguensis;Clusiaceae;Angiosperm;wfo-0000694466;species;Accepted;Wight;TRUE;"<ul>
	<li>Species  : <i>Garcinia merguensis</i> Wight</li>
	<li>Family   : Clusiaceae</li>
	<li>Author   : Wright</li>
	<li>Elevation: NA</li>
	<li>Date     : 1974-05-07</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;57
Clusiaceae;Garcinia merguensis;Wright;J.F.Maxwell 74-426;NA;NA;NA;1974-05-09;Trat. Koh Chang.;NA;Aarhus;Garcinia merguensis;Clusiaceae;Angiosperm;wfo-0000694466;species;Accepted;Wight;TRUE;"<ul>
	<li>Species  : <i>Garcinia merguensis</i> Wight</li>
	<li>Family   : Clusiaceae</li>
	<li>Author   : Wright</li>
	<li>Elevation: NA</li>
	<li>Date     : 1974-05-09</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;58
Clusiaceae;Garcinia merguensis;Wright;R.Geesink 6589;NA;NA;30;1974-05-07;Aw Ong Kang. Evergreen forest on granitic hill.;NA;Aarhus;Garcinia merguensis;Clusiaceae;Angiosperm;wfo-0000694466;species;Accepted;Wight;TRUE;"<ul>
	<li>Species  : <i>Garcinia merguensis</i> Wight</li>
	<li>Family   : Clusiaceae</li>
	<li>Author   : Wright</li>
	<li>Elevation: 30</li>
	<li>Date     : 1974-05-07</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;59
Combretaceae;Lumnitzera littorea;(Jack) Voig;H.Balslev 10215;102,435555555556;11,9527777777778;0;2022-07-11;Huamong Bay, end of road. Beach vegetation.;NA;Aarhus;Lumnitzera littorea;Combretaceae;Angiosperm;wfo-0000358855;species;Accepted;Voigt;TRUE;"<ul>
	<li>Species  : <i>Lumnitzera littorea</i> Voigt</li>
	<li>Family   : Combretaceae</li>
	<li>Author   : (Jack) Voig</li>
	<li>Elevation: 0</li>
	<li>Date     : 2022-07-11</li>
	<li>Source   : AAU</li>
</ul>";102,435555555556;11,9527777777778;NA;NA;60
Combretaceae;Lumnitzera racemosa;Willd.;H.Balslev 10216;102,435555555556;11,9527777777778;0;2022-07-11;Huamong Bay, end of road. Beach vegetation.;NA;Aarhus;Lumnitzera racemosa;Combretaceae;Angiosperm;wfo-0000358860;species;Accepted;Willd.;TRUE;"<ul>
	<li>Species  : <i>Lumnitzera racemosa</i> Willd.</li>
	<li>Family   : Combretaceae</li>
	<li>Author   : Willd.</li>
	<li>Elevation: 0</li>
	<li>Date     : 2022-07-11</li>
	<li>Source   : AAU</li>
</ul>";102,435555555556;11,9527777777778;NA;NA;61
Combretaceae;Terminalia bellirica;(Gaertn.) Roxb.;H.Balslev 10747;102,412222222222;11,9708333333333;30;2022-10-23;Rd to Memorial of the Battle of Koh Chang. Wet tropical forest.;NA;Aarhus;Terminalia bellirica;Combretaceae;Angiosperm;wfo-0001296467;species;Accepted;(Gaertn.) Roxb.;TRUE;"<ul>
	<li>Species  : <i>Terminalia bellirica</i> (Gaertn.) Roxb.</li>
	<li>Family   : Combretaceae</li>
	<li>Author   : (Gaertn.) Roxb.</li>
	<li>Elevation: 30</li>
	<li>Date     : 2022-10-23</li>
	<li>Source   : AAU</li>
</ul>";102,412222222222;11,9708333333333;NA;NA;62
Combretaceae;Terminalia nigrovenulosa;Pierre ex Laness.;H.Balslev 10110;102,294166666667;12,0341666666667;35;2022-07-04;western perimeter road, side road around Ban Kai Bae. Road cuts in humid tropical forest.;NA;Aarhus;Terminalia triptera;Combretaceae;Angiosperm;wfo-0001279149;species;Accepted;Stapf;TRUE;"<ul>
	<li>Species  : <i>Terminalia triptera</i> Stapf</li>
	<li>Family   : Combretaceae</li>
	<li>Author   : Pierre ex Laness.</li>
	<li>Elevation: 35</li>
	<li>Date     : 2022-07-04</li>
	<li>Source   : AAU</li>
</ul>";102,294166666667;12,0341666666667;NA;NA;63
Commelinaceae;Murdannia vaginata;(L.) G. Brückn.;K.Larsen 1779;NA;NA;NA;1966-08-25;1 km s.o. Ban Khlong Nonsi. Near the beach.;NA;Aarhus;Murdannia vaginata;Commelinaceae;Angiosperm;wfo-0000473784;species;Accepted;G.Brückn.;TRUE;"<ul>
	<li>Species  : <i>Murdannia vaginata</i> G.Brückn.</li>
	<li>Family   : Commelinaceae</li>
	<li>Author   : (L.) G. Brückn.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1966-08-25</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;64
Convolvulaceae;Ipomoea mauritiana;Jacq.;H.Balslev 10220;102,435555555556;11,9527777777778;0;2022-07-11;Huamong Bay, end of road. Beach vegetation.;NA;Aarhus;Ipomoea mauritiana;Convolvulaceae;Angiosperm;wfo-0001298779;species;Accepted;Jacq.;TRUE;"<ul>
	<li>Species  : <i>Ipomoea mauritiana</i> Jacq.</li>
	<li>Family   : Convolvulaceae</li>
	<li>Author   : Jacq.</li>
	<li>Elevation: 0</li>
	<li>Date     : 2022-07-11</li>
	<li>Source   : AAU</li>
</ul>";102,435555555556;11,9527777777778;NA;NA;65
Convolvulaceae;Ipomoea pes-caprae;(L.) Sweet;H.Balslev 10221;102,435555555556;11,9527777777778;0;2022-07-11;Huamong Bay, end of road. Beach vegetation.;NA;Aarhus;Ipomoea pes-caprae;Convolvulaceae;Angiosperm;wfo-0001296638;species;Accepted;(L.) R.Br.;TRUE;"<ul>
	<li>Species  : <i>Ipomoea pes-caprae</i> (L.) R.Br.</li>
	<li>Family   : Convolvulaceae</li>
	<li>Author   : (L.) Sweet</li>
	<li>Elevation: 0</li>
	<li>Date     : 2022-07-11</li>
	<li>Source   : AAU</li>
</ul>";102,435555555556;11,9527777777778;NA;NA;66
Convolvulaceae;Merremia;NA;H.Balslev 10712;102,433611111111;11,9538888888889;1;2022-10-22;Memorial of the battle of Koh Chang. South east corner of island. Tropical forest, beach vegetation.;NA;Aarhus;Merremia;Convolvulaceae;Angiosperm;wfo-4000023812;genus;Accepted;Dennst. ex Endl.;TRUE;"<ul>
	<li>Species  : <i>Merremia</i> Dennst. ex Endl.</li>
	<li>Family   : Convolvulaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 1</li>
	<li>Date     : 2022-10-22</li>
	<li>Source   : AAU</li>
</ul>";102,433611111111;11,9538888888889;NA;NA;67
Cyperaceae;Carex indica;L.;H.Balslev 10701;102,422500000000;11,9647222222222;10;2022-10-21;Jek Bae Community Forest. Peninsula in SE corner of island. Near beach.;NA;Aarhus;Carex indica;Cyperaceae;Angiosperm;wfo-0000347696;species;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Carex indica</i> L.</li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : L.</li>
	<li>Elevation: 10</li>
	<li>Date     : 2022-10-21</li>
	<li>Source   : AAU</li>
</ul>";102,422500000000;11,9647222222222;NA;NA;68
Cyperaceae;Fimbristylis;NA;H.Balslev 10756;102,407777777778;11,9750000000000;35;2022-10-23;Rd to Memorial of the Battle of Koh Chang. Wet tropical forest.;NA;Aarhus;Fimbristylis;Cyperaceae;Angiosperm;wfo-4000014776;genus;Accepted;Vahl;TRUE;"<ul>
	<li>Species  : <i>Fimbristylis</i> Vahl</li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 35</li>
	<li>Date     : 2022-10-23</li>
	<li>Source   : AAU</li>
</ul>";102,407777777778;11,9750000000000;NA;NA;69
Cyperaceae;Fimbristylis dichotoma;(L.) Vahl;H.Balslev 10730;102,429166666667;11,9613888888889;40;2022-10-22;road to Memorial of the battle of Koh Chang. South east corner of island. Tropical wet forest.;NA;Aarhus;Fimbristylis dichotoma;Cyperaceae;Angiosperm;wfo-0000420095;species;Accepted;(L.) Vahl;TRUE;"<ul>
	<li>Species  : <i>Fimbristylis dichotoma</i> (L.) Vahl</li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : (L.) Vahl</li>
	<li>Elevation: 40</li>
	<li>Date     : 2022-10-22</li>
	<li>Source   : AAU</li>
</ul>";102,429166666667;11,9613888888889;NA;NA;70
Cyperaceae;Fimbristylis hookeriana;Boeckeler;H.Balslev 10133;102,313055555556;12,0647222222222;65;2022-07-05;Klong Plu water fall, open area near the waterfall. Ryolite igneous rock.;NA;Aarhus;Fimbristylis hookeriana;Cyperaceae;Angiosperm;wfo-0000421186;species;Accepted;Boeckeler;TRUE;"<ul>
	<li>Species  : <i>Fimbristylis hookeriana</i> Boeckeler</li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Boeckeler</li>
	<li>Elevation: 65</li>
	<li>Date     : 2022-07-05</li>
	<li>Source   : AAU</li>
</ul>";102,313055555556;12,0647222222222;NA;NA;71
Cyperaceae;Fuirena umbellata;Rottb.;H.Balslev 10673;102,426944444444;11,9619444444444;60;2022-10-21;Jek Bae Community Forest. Peninsula in SE corner of island.;NA;Aarhus;Fuirena umbellata;Cyperaceae;Angiosperm;wfo-0000426768;species;Accepted;Rottb.;TRUE;"<ul>
	<li>Species  : <i>Fuirena umbellata</i> Rottb.</li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : Rottb.</li>
	<li>Elevation: 60</li>
	<li>Date     : 2022-10-21</li>
	<li>Source   : AAU</li>
</ul>";102,426944444444;11,9619444444444;NA;NA;72
Cyperaceae;Hypolytrum nemorum;(Vahl) Spreng;H.Balslev 10748;102,412222222222;11,9708333333333;30;2022-10-23;Rd to Memorial of the Battle of Koh Chang. Wet tropical forest.;NA;Aarhus;Hypolytrum nemorum;Cyperaceae;Angiosperm;wfo-0000445228;species;Accepted;(Vahl) Spreng.;TRUE;"<ul>
	<li>Species  : <i>Hypolytrum nemorum</i> (Vahl) Spreng.</li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : (Vahl) Spreng</li>
	<li>Elevation: 30</li>
	<li>Date     : 2022-10-23</li>
	<li>Source   : AAU</li>
</ul>";102,412222222222;11,9708333333333;NA;NA;73
Cyperaceae;Scleria lithosperma;(L.) Sw.;H.Balslev 10106;102,294166666667;12,0341666666667;35;2022-07-04;western perimeter road, side road around Ban Kai Bae. Road cuts in humid tropical forest.;NA;Aarhus;Scleria lithosperma;Cyperaceae;Angiosperm;wfo-0000551231;species;Accepted;(L.) Sw.;TRUE;"<ul>
	<li>Species  : <i>Scleria lithosperma</i> (L.) Sw.</li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : (L.) Sw.</li>
	<li>Elevation: 35</li>
	<li>Date     : 2022-07-04</li>
	<li>Source   : AAU</li>
</ul>";102,294166666667;12,0341666666667;NA;NA;74
Cyperaceae;Scleria lithosperma;(L.) Sw.;H.Balslev 10128;102,276111111111;12,0936111111111;46;2022-07-05;shrine of Prince Krom loung chumporn. Along western perimeter road. Tropical wet forest.;NA;Aarhus;Scleria lithosperma;Cyperaceae;Angiosperm;wfo-0000551231;species;Accepted;(L.) Sw.;TRUE;"<ul>
	<li>Species  : <i>Scleria lithosperma</i> (L.) Sw.</li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : (L.) Sw.</li>
	<li>Elevation: 46</li>
	<li>Date     : 2022-07-05</li>
	<li>Source   : AAU</li>
</ul>";102,276111111111;12,0936111111111;NA;NA;75
Cyperaceae;Scleria lithosperma;(L.) Sw.;H.Balslev 10138;102,326944444444;11,9827777777778;26;2022-07-06;Perimeter road along S side of island. Sii Tor waterfall. Wet tropical forest, flat area on floodplain.;NA;Aarhus;Scleria lithosperma;Cyperaceae;Angiosperm;wfo-0000551231;species;Accepted;(L.) Sw.;TRUE;"<ul>
	<li>Species  : <i>Scleria lithosperma</i> (L.) Sw.</li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : (L.) Sw.</li>
	<li>Elevation: 26</li>
	<li>Date     : 2022-07-06</li>
	<li>Source   : AAU</li>
</ul>";102,326944444444;11,9827777777778;NA;NA;76
Cyperaceae;Scleria lithosperma;(L.) Sw.;H.Balslev 10723;102,433611111111;11,9538888888889;1;2022-10-22;Memorial of the battle of Koh Chang. South east corner of island. Tropical forest, beach vegetation.;NA;Aarhus;Scleria lithosperma;Cyperaceae;Angiosperm;wfo-0000551231;species;Accepted;(L.) Sw.;TRUE;"<ul>
	<li>Species  : <i>Scleria lithosperma</i> (L.) Sw.</li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : (L.) Sw.</li>
	<li>Elevation: 1</li>
	<li>Date     : 2022-10-22</li>
	<li>Source   : AAU</li>
</ul>";102,433611111111;11,9538888888889;NA;NA;77
Cyperaceae;Scleria lithosperma;(L.) Sw.;H.Balslev 10744;102,412222222222;11,9708333333333;30;2022-10-23;Rd to Memorial of the Battle of Koh Chang. Wet tropical forest.;NA;Aarhus;Scleria lithosperma;Cyperaceae;Angiosperm;wfo-0000551231;species;Accepted;(L.) Sw.;TRUE;"<ul>
	<li>Species  : <i>Scleria lithosperma</i> (L.) Sw.</li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : (L.) Sw.</li>
	<li>Elevation: 30</li>
	<li>Date     : 2022-10-23</li>
	<li>Source   : AAU</li>
</ul>";102,412222222222;11,9708333333333;NA;NA;78
Cyperaceae;Scleria terrestris;(L.) Fassett;H.Balslev 10111;102,294166666667;12,0341666666667;35;2022-07-04;western perimeter road, side road around Ban Kai Bae. Road cuts in humid tropical forest.;NA;Aarhus;Scleria terrestris;Cyperaceae;Angiosperm;wfo-0000553091;species;Accepted;(L.) Fassett;TRUE;"<ul>
	<li>Species  : <i>Scleria terrestris</i> (L.) Fassett</li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : (L.) Fassett</li>
	<li>Elevation: 35</li>
	<li>Date     : 2022-07-04</li>
	<li>Source   : AAU</li>
</ul>";102,294166666667;12,0341666666667;NA;NA;79
Cyperaceae;Scleria terrestris;(L.) Fassett;H.Balslev 10153;102,326944444444;11,9827777777778;26;2022-07-06;Perimeter road along S side of island. Sii Tor waterfall. Wet tropical forest, flat area on floodplain.;NA;Aarhus;Scleria terrestris;Cyperaceae;Angiosperm;wfo-0000553091;species;Accepted;(L.) Fassett;TRUE;"<ul>
	<li>Species  : <i>Scleria terrestris</i> (L.) Fassett</li>
	<li>Family   : Cyperaceae</li>
	<li>Author   : (L.) Fassett</li>
	<li>Elevation: 26</li>
	<li>Date     : 2022-07-06</li>
	<li>Source   : AAU</li>
</ul>";102,326944444444;11,9827777777778;NA;NA;80
Dennstaedtiaceae;Lindsaea ensifolia;Sw.;J.F.Maxwell 73-319;NA;NA;NA;1973-08-02;Trat. Koh Chang Island.;NA;Aarhus;Lindsaea ensifolia;Lindsaeaceae;Pteridophytes;wfo-0001107701;species;Accepted;Sw.;TRUE;"<ul>
	<li>Species  : <i>Lindsaea ensifolia</i> Sw.</li>
	<li>Family   : Lindsaeaceae</li>
	<li>Author   : Sw.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1973-08-02</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;81
Dennstaedtiaceae;Lindsaea ensifolia;Sw.;K.Larsen 1788;NA;NA;NA;1966-08-25;1 km s. o. Ban Khlong Nonsi.;NA;Aarhus;Lindsaea ensifolia;Lindsaeaceae;Pteridophytes;wfo-0001107701;species;Accepted;Sw.;TRUE;"<ul>
	<li>Species  : <i>Lindsaea ensifolia</i> Sw.</li>
	<li>Family   : Lindsaeaceae</li>
	<li>Author   : Sw.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1966-08-25</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;82
Dennstaedtiaceae;Lindsaea heterophylla;Dryand.;J.F.Maxwell 72-502;NA;NA;NA;1972-10-22;Trat. Koh Chang Island.;NA;Aarhus;Lindsaea heterophylla;Lindsaeaceae;Pteridophytes;wfo-0001107709;species;Accepted;Dryand.;TRUE;"<ul>
	<li>Species  : <i>Lindsaea heterophylla</i> Dryand.</li>
	<li>Family   : Lindsaeaceae</li>
	<li>Author   : Dryand.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1972-10-22</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;83
Dennstaedtiaceae;Lindsaea orbiculata;(Lam.) Mett. ex Kuhn;H.Balslev 10091;102,310833333333;12,0625000000000;50;2022-07-03;Klong Plu waterfall nature trail. Tropical wet forest along stream.;NA;Aarhus;Lindsaea orbiculata;Lindsaeaceae;Pteridophytes;wfo-0001107721;species;Accepted;(Lam.) Mett. ex Kuhn;TRUE;"<ul>
	<li>Species  : <i>Lindsaea orbiculata</i> (Lam.) Mett. ex Kuhn</li>
	<li>Family   : Lindsaeaceae</li>
	<li>Author   : (Lam.) Mett. ex Kuhn</li>
	<li>Elevation: 50</li>
	<li>Date     : 2022-07-03</li>
	<li>Source   : AAU</li>
</ul>";102,310833333333;12,0625000000000;NA;NA;84
Dennstaedtiaceae;Lindsaea orbiculata;(Lam.) Mett. ex Kuhn;J.F.Maxwell 72-501;NA;NA;NA;1972-10-22;Trat. Koh Chang Island.;NA;Aarhus;Lindsaea orbiculata;Lindsaeaceae;Pteridophytes;wfo-0001107721;species;Accepted;(Lam.) Mett. ex Kuhn;TRUE;"<ul>
	<li>Species  : <i>Lindsaea orbiculata</i> (Lam.) Mett. ex Kuhn</li>
	<li>Family   : Lindsaeaceae</li>
	<li>Author   : (Lam.) Mett. ex Kuhn</li>
	<li>Elevation: NA</li>
	<li>Date     : 1972-10-22</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;85
Dennstaedtiaceae;Lindsaea orbiculata;(Lam.) Mett. ex Kuhn;J.F.Maxwell 73-370;NA;NA;NA;1973-08-02;Koh Chang Island.;NA;Aarhus;Lindsaea orbiculata;Lindsaeaceae;Pteridophytes;wfo-0001107721;species;Accepted;(Lam.) Mett. ex Kuhn;TRUE;"<ul>
	<li>Species  : <i>Lindsaea orbiculata</i> (Lam.) Mett. ex Kuhn</li>
	<li>Family   : Lindsaeaceae</li>
	<li>Author   : (Lam.) Mett. ex Kuhn</li>
	<li>Elevation: NA</li>
	<li>Date     : 1973-08-02</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;86
Dennstaedtiaceae;Lindsaea orbiculata;(Lam.) Mett. ex Kuhn;K.Larsen 1787;NA;NA;NA;1966-08-25;1 km s. o. Ban Khlong Nonsi.;NA;Aarhus;Lindsaea orbiculata;Lindsaeaceae;Pteridophytes;wfo-0001107721;species;Accepted;(Lam.) Mett. ex Kuhn;TRUE;"<ul>
	<li>Species  : <i>Lindsaea orbiculata</i> (Lam.) Mett. ex Kuhn</li>
	<li>Family   : Lindsaeaceae</li>
	<li>Author   : (Lam.) Mett. ex Kuhn</li>
	<li>Elevation: NA</li>
	<li>Date     : 1966-08-25</li>
	<li>Source   : AAU</li>
</ul>";NA;NA;NA;NA;87
